carat,cut,color,clarity,depth,table,price,x,y,z,rowid
0.40,Very Good,F,SI1,62.90,57.00,737.00,4.68,4.70,2.95,30673
0.40,Premium,E,SI1,62.60,59.00,737.00,4.68,4.71,2.94,30674
0.40,Very Good,F,SI1,62.70,57.00,737.00,4.68,4.70,2.94,30675
0.40,Premium,E,SI1,61.30,59.00,737.00,4.69,4.74,2.89,30676
0.40,Premium,F,SI1,61.20,58.00,737.00,4.71,4.74,2.89,30677
0.40,Very Good,E,SI1,60.90,56.00,737.00,4.76,4.80,2.91,30678
0.40,Premium,E,SI1,60.10,59.00,737.00,4.76,4.82,2.88,30679
0.35,Ideal,I,IF,62.50,55.00,737.00,4.52,4.54,2.83,30680
0.40,Ideal,E,SI1,62.20,55.00,737.00,4.71,4.75,2.94,30681
0.40,Ideal,E,SI1,61.20,57.00,737.00,4.70,4.74,2.89,30682
0.30,Very Good,G,VVS1,62.60,62.00,737.00,4.21,4.26,2.65,30683
0.40,Very Good,F,SI1,62.20,57.00,737.00,4.67,4.72,2.92,30684
0.40,Premium,E,SI1,62.20,58.00,737.00,4.71,4.74,2.94,30685
0.40,Ideal,E,SI1,62.00,57.00,737.00,4.74,4.78,2.95,30686
0.42,Good,G,SI1,63.20,57.00,737.00,4.77,4.79,3.02,30687
0.40,Good,F,SI1,63.60,57.00,737.00,4.67,4.70,2.98,30688
0.40,Very Good,E,SI1,62.80,59.00,737.00,4.64,4.69,2.93,30689
0.30,Premium,F,VVS2,61.50,58.00,737.00,4.29,4.31,2.64,30690
0.40,Ideal,E,SI1,60.50,57.00,737.00,4.77,4.81,2.90,30691
0.40,Premium,F,SI1,62.30,60.00,737.00,4.70,4.74,2.94,30692
0.40,Very Good,I,VS1,62.90,59.00,737.00,4.68,4.73,2.96,30693
0.30,Premium,F,VVS2,61.40,59.00,737.00,4.31,4.36,2.66,30694
0.40,Very Good,F,SI1,62.30,57.00,737.00,4.67,4.74,2.93,30695
0.40,Ideal,E,SI1,62.70,57.00,737.00,4.69,4.72,2.95,30696
0.42,Premium,G,SI1,61.70,58.00,737.00,4.76,4.80,2.95,30697
0.40,Very Good,E,SI1,61.30,61.00,737.00,4.73,4.76,2.91,30698
0.42,Very Good,G,SI1,62.50,56.00,737.00,4.80,4.83,3.01,30699
0.40,Very Good,H,VS2,59.10,61.00,737.00,4.81,4.84,2.85,30700
0.40,Good,E,SI1,63.50,56.00,737.00,4.67,4.72,2.98,30701
0.30,Premium,G,VVS1,61.30,58.00,737.00,4.29,4.33,2.64,30702
0.30,Very Good,F,VVS2,62.40,58.00,737.00,4.25,4.28,2.66,30703
0.42,Very Good,G,SI1,62.20,58.00,737.00,4.73,4.75,2.95,30704
0.40,Premium,F,SI1,62.60,59.00,737.00,4.68,4.74,2.95,30705
0.30,Ideal,G,VVS1,61.40,56.00,737.00,4.32,4.34,2.66,30706
0.40,Premium,E,SI1,60.90,60.00,737.00,4.75,4.77,2.90,30707
0.40,Good,I,VS1,63.80,55.00,737.00,4.65,4.69,2.98,30708
0.37,Very Good,E,VS1,63.70,56.00,738.00,4.54,4.60,2.91,30709
0.36,Ideal,E,VS2,60.70,56.00,738.00,4.63,4.65,2.82,30710
0.33,Ideal,E,VS2,61.30,55.00,738.00,4.46,4.50,2.75,30711
0.33,Ideal,E,VS2,61.10,55.00,738.00,4.47,4.51,2.74,30712
0.33,Ideal,E,VS2,60.50,55.00,738.00,4.52,4.56,2.74,30713
0.33,Ideal,E,VS2,61.50,55.00,738.00,4.47,4.50,2.76,30714
0.33,Ideal,F,VS1,61.60,55.00,738.00,4.46,4.47,2.76,30715
0.33,Ideal,F,VS1,61.20,57.00,738.00,4.46,4.49,2.74,30716
0.33,Ideal,F,VS1,62.10,55.00,738.00,4.43,4.46,2.76,30717
0.37,Good,F,SI1,63.70,55.00,738.00,4.59,4.55,2.91,30718
0.35,Fair,E,VVS2,66.20,61.00,738.00,4.40,4.36,2.90,30719
0.35,Fair,E,VVS2,66.20,58.00,738.00,4.41,4.35,2.90,30720
0.41,Good,D,SI1,63.20,57.00,738.00,4.73,4.77,3.00,30721
0.41,Very Good,D,VS2,62.10,56.00,738.00,4.76,4.77,2.96,30722
0.41,Good,D,SI1,63.30,55.00,738.00,4.74,4.77,3.01,30723
0.41,Good,D,SI1,63.80,56.00,738.00,4.68,4.72,3.00,30724
0.41,Very Good,D,SI1,59.20,62.00,738.00,4.82,4.85,2.86,30725
0.41,Good,D,SI1,63.20,58.00,738.00,4.72,4.77,3.00,30726
0.41,Good,D,SI1,63.40,55.00,738.00,4.68,4.72,2.98,30727
0.33,Very Good,F,VVS2,61.10,56.00,739.00,4.46,4.48,2.73,30728
0.34,Very Good,F,VS1,61.10,57.00,739.00,4.51,4.54,2.76,30729
0.32,Ideal,F,VVS2,62.10,54.00,739.00,4.42,4.44,2.75,30730
0.32,Ideal,E,VS1,62.20,54.00,739.00,4.39,4.42,2.74,30731
0.33,Ideal,D,VS1,61.70,55.00,739.00,4.47,4.48,2.76,30732
0.25,Ideal,F,IF,62.30,54.00,739.00,4.06,4.09,2.54,30733
0.30,Good,E,VVS1,61.20,63.00,739.00,4.24,4.26,2.60,30734
0.41,Good,G,SI1,64.20,57.00,739.00,4.67,4.71,3.01,30735
0.35,Good,D,SI1,57.70,60.00,739.00,4.69,4.64,2.69,30736
0.31,Premium,H,IF,60.80,59.00,739.00,4.36,4.39,2.66,30737
0.43,Good,E,SI1,63.10,56.00,739.00,4.80,4.83,3.04,30738
0.43,Good,E,SI1,63.40,57.00,739.00,4.81,4.84,3.06,30739
0.43,Premium,E,SI1,61.50,60.00,739.00,4.78,4.85,2.96,30740
0.43,Good,E,SI1,63.20,57.00,739.00,4.78,4.84,3.04,30741
0.43,Good,F,SI1,63.60,53.00,739.00,4.79,4.83,3.06,30742
0.43,Ideal,F,SI1,61.30,56.00,739.00,4.86,4.90,2.99,30743
0.43,Premium,F,SI1,61.70,58.00,739.00,4.82,4.84,2.98,30744
0.43,Good,F,SI1,63.80,57.00,739.00,4.80,4.82,3.07,30745
0.36,Good,D,VS2,63.40,54.00,739.00,4.51,4.57,2.88,30746
0.34,Very Good,G,VVS2,62.30,59.00,740.00,4.45,4.48,2.78,30747
0.38,Very Good,E,VS2,61.20,56.00,740.00,4.67,4.71,2.87,30748
0.34,Ideal,H,VVS1,62.20,54.00,740.00,4.48,4.53,2.80,30749
0.39,Ideal,H,VS1,61.90,57.00,740.00,4.71,4.76,2.93,30750
0.47,Ideal,J,SI1,61.90,55.00,740.00,5.00,5.05,3.11,30751
0.31,Fair,F,VVS1,63.10,61.00,740.00,4.32,4.37,2.74,30752
0.25,Premium,F,VVS2,62.00,59.00,740.00,4.04,3.99,2.49,30753
0.25,Premium,F,VVS1,60.70,59.00,740.00,4.10,4.07,2.48,30754
0.25,Premium,F,IF,61.10,58.00,740.00,4.10,4.08,2.50,30755
0.25,Ideal,E,VVS2,61.60,57.00,740.00,4.10,4.08,2.52,30756
0.25,Premium,E,VVS2,62.00,59.00,740.00,4.08,4.05,2.52,30757
0.25,Ideal,E,VVS2,62.10,57.00,740.00,4.07,4.04,2.52,30758
0.25,Premium,E,VVS2,61.50,59.00,740.00,4.04,4.02,2.48,30759
0.25,Premium,E,VVS2,62.50,59.00,740.00,4.04,4.02,2.52,30760
0.25,Premium,E,VVS2,62.50,59.00,740.00,4.05,4.02,2.52,30761
0.25,Premium,E,VVS1,60.70,60.00,740.00,4.11,4.09,2.49,30762
0.25,Very Good,E,VVS2,63.10,56.00,740.00,4.05,4.00,2.54,30763
0.25,Ideal,E,VVS1,61.20,57.00,740.00,4.12,4.08,2.51,30764
0.25,Premium,E,VVS1,62.90,58.00,740.00,4.03,4.01,2.53,30765
0.25,Premium,E,VVS1,62.90,59.00,740.00,4.02,3.99,2.52,30766
0.33,Premium,F,VS2,60.00,60.00,740.00,4.49,4.45,2.68,30767
0.36,Very Good,F,VS2,61.30,59.00,741.00,4.55,4.60,2.79,30768
0.40,Very Good,I,VS1,61.70,57.00,741.00,4.71,4.73,2.91,30769
0.36,Very Good,G,VS1,61.80,56.00,741.00,4.57,4.60,2.84,30770
0.33,Very Good,F,VS1,62.70,59.00,741.00,4.35,4.39,2.74,30771
0.32,Ideal,F,VVS2,62.10,56.00,741.00,4.40,4.46,2.75,30772
0.38,Ideal,H,VS2,62.20,57.00,741.00,4.61,4.66,2.89,30773
0.37,Ideal,G,VS1,61.90,54.00,741.00,4.62,4.68,2.88,30774
0.35,Ideal,G,VS1,61.30,54.00,741.00,4.58,4.63,2.83,30775
0.40,Ideal,G,SI1,62.30,54.00,741.00,4.74,4.77,2.96,30776
0.40,Ideal,G,SI1,62.50,54.00,741.00,4.74,4.77,2.97,30777
0.30,Ideal,D,VVS2,59.50,56.00,741.00,4.38,4.42,2.62,30778
0.30,Premium,D,VVS2,60.70,59.00,741.00,4.33,4.34,2.63,30779
0.33,Ideal,E,VVS2,61.00,54.00,741.00,4.49,4.52,2.75,30780
0.40,Ideal,D,SI1,62.50,55.00,741.00,4.71,4.73,2.95,30781
0.33,Premium,E,VVS2,61.30,59.00,741.00,4.44,4.47,2.73,30782
0.39,Very Good,G,VS1,61.70,62.00,741.00,4.65,4.69,2.88,30783
0.30,Very Good,E,VVS2,62.50,56.00,742.00,4.28,4.30,2.68,30784
0.36,Very Good,E,VVS2,60.20,59.00,742.00,4.60,4.64,2.78,30785
0.33,Very Good,D,VS1,61.60,53.00,742.00,4.45,4.48,2.75,30786
0.30,Very Good,D,VS1,62.20,58.00,742.00,4.25,4.27,2.65,30787
0.30,Very Good,D,VS1,62.10,58.00,742.00,4.25,4.29,2.65,30788
0.30,Ideal,E,VVS2,61.20,56.00,742.00,4.34,4.38,2.67,30789
0.30,Ideal,E,VVS2,62.00,56.00,742.00,4.30,4.34,2.68,30790
0.30,Ideal,E,VVS2,61.10,56.00,742.00,4.34,4.37,2.66,30791
0.30,Ideal,E,VVS2,62.10,54.00,742.00,4.32,4.35,2.69,30792
0.30,Ideal,E,VVS2,60.80,57.00,742.00,4.33,4.35,2.64,30793
0.30,Ideal,E,VVS2,62.40,54.00,742.00,4.31,4.34,2.70,30794
0.30,Ideal,E,VVS2,62.30,54.00,742.00,4.31,4.36,2.70,30795
0.41,Ideal,I,VS2,62.00,57.00,742.00,4.74,4.77,2.95,30796
0.36,Ideal,E,VS2,61.70,55.00,742.00,4.57,4.60,2.83,30797
0.30,Ideal,D,VS1,60.80,58.00,742.00,4.31,4.34,2.63,30798
0.34,Ideal,D,VS1,61.30,56.00,742.00,4.50,4.54,2.77,30799
0.30,Ideal,D,VS1,62.80,57.00,742.00,4.27,4.30,2.69,30800
0.30,Ideal,D,VS1,61.20,59.00,742.00,4.29,4.31,2.63,30801
0.43,Ideal,F,SI2,60.70,57.00,742.00,4.88,4.91,2.97,30802
0.31,Good,F,VVS1,63.60,61.00,742.00,4.21,4.25,2.69,30803
0.30,Good,F,IF,60.00,63.00,742.00,4.30,4.36,2.60,30804
0.40,Good,D,VS1,64.00,55.00,742.00,4.67,4.70,3.00,30805
0.30,Very Good,E,VVS2,62.40,57.00,743.00,4.26,4.27,2.66,30806
0.30,Very Good,G,IF,60.50,58.00,743.00,4.35,4.38,2.64,30807
0.30,Fair,F,VVS2,65.50,61.00,743.00,4.19,4.15,2.73,30808
0.30,Ideal,E,VVS2,62.00,55.00,743.00,4.30,4.34,2.68,30809
0.35,Ideal,H,VVS1,62.00,53.90,743.00,4.50,4.53,2.80,30810
0.31,Ideal,G,VVS1,61.80,55.00,743.00,4.35,4.39,2.70,30811
0.41,Ideal,H,VS2,61.50,55.00,743.00,4.78,4.81,2.95,30812
0.38,Ideal,G,VS2,61.60,55.00,743.00,4.67,4.71,2.89,30813
0.38,Ideal,G,VS2,61.60,57.00,743.00,4.62,4.66,2.86,30814
0.39,Good,G,VS2,60.30,60.60,743.00,4.70,4.71,2.84,30815
0.33,Premium,G,VS2,61.40,60.00,743.00,4.45,4.41,2.72,30816
0.33,Ideal,G,VS2,62.80,54.00,743.00,4.42,4.40,2.77,30817
0.33,Very Good,E,SI1,63.30,56.00,743.00,4.43,4.41,2.80,30818
0.33,Ideal,E,SI1,61.90,57.00,743.00,4.46,4.43,2.75,30819
0.33,Premium,E,SI1,59.10,58.00,743.00,4.56,4.51,2.68,30820
0.33,Good,E,SI1,63.80,55.00,743.00,4.38,4.36,2.79,30821
0.33,Very Good,E,SI1,63.40,55.00,743.00,4.40,4.37,2.78,30822
0.33,Premium,E,SI1,62.70,56.00,743.00,4.45,4.39,2.77,30823
0.33,Ideal,I,VVS2,62.40,56.00,743.00,4.43,4.41,2.76,30824
0.33,Premium,I,VVS2,61.00,59.00,743.00,4.44,4.41,2.70,30825
0.33,Ideal,I,VVS2,62.40,57.00,743.00,4.44,4.41,2.76,30826
0.33,Premium,I,VVS2,62.10,56.00,743.00,4.45,4.41,2.75,30827
0.33,Premium,I,VVS2,62.20,59.00,743.00,4.47,4.41,2.76,30828
0.33,Ideal,I,VVS2,62.70,54.00,743.00,4.45,4.42,2.78,30829
0.33,Premium,I,VVS2,61.00,58.00,743.00,4.46,4.42,2.71,30830
0.33,Premium,I,VVS2,61.50,58.00,743.00,4.45,4.43,2.73,30831
0.33,Premium,I,VVS2,61.40,58.00,743.00,4.48,4.45,2.74,30832
0.33,Good,I,VVS2,63.70,56.00,743.00,4.40,4.36,2.79,30833
0.33,Premium,H,VS1,59.70,59.00,743.00,4.53,4.52,2.70,30834
0.33,Ideal,H,VS1,60.20,57.00,743.00,4.54,4.50,2.72,30835
0.33,Premium,H,VS1,59.20,58.00,743.00,4.55,4.50,2.68,30836
0.33,Premium,H,VS1,60.00,61.00,743.00,4.52,4.48,2.70,30837
0.33,Premium,H,VS1,59.50,59.00,743.00,4.53,4.48,2.68,30838
0.33,Ideal,H,VS1,61.40,57.00,743.00,4.49,4.44,2.74,30839
0.33,Ideal,H,VS1,61.70,54.00,743.00,4.47,4.45,2.75,30840
0.33,Premium,H,VS1,61.00,59.00,743.00,4.50,4.45,2.73,30841
0.33,Ideal,H,VS1,61.50,56.00,743.00,4.47,4.44,2.74,30842
0.33,Ideal,H,VS1,61.90,56.00,743.00,4.48,4.44,2.76,30843
0.33,Ideal,H,VS1,61.80,56.00,743.00,4.46,4.41,2.74,30844
0.33,Premium,H,VS1,61.90,58.00,743.00,4.45,4.43,2.75,30845
0.33,Premium,H,VS1,62.10,59.00,743.00,4.46,4.43,2.76,30846
0.33,Ideal,H,VS1,62.00,55.00,743.00,4.46,4.44,2.76,30847
0.33,Premium,H,VS1,60.20,62.00,743.00,4.47,4.44,2.68,30848
0.33,Premium,H,VS1,62.90,59.00,743.00,4.40,4.35,2.75,30849
0.33,Premium,H,VS1,61.50,58.00,743.00,4.46,4.39,2.72,30850
0.33,Premium,G,VS2,59.40,61.00,743.00,4.53,4.49,2.68,30851
0.33,Ideal,G,VS2,61.20,55.00,743.00,4.49,4.46,2.74,30852
0.33,Premium,G,VS2,60.90,56.00,743.00,4.50,4.46,2.73,30853
0.33,Ideal,G,VS2,61.20,55.00,743.00,4.52,4.46,2.75,30854
0.33,Premium,G,VS2,60.00,58.00,743.00,4.49,4.47,2.69,30855
0.33,Premium,G,VS2,59.30,61.00,743.00,4.51,4.49,2.67,30856
0.33,Premium,G,VS2,60.60,61.00,743.00,4.49,4.46,2.71,30857
0.33,Ideal,G,VS2,62.60,57.00,743.00,4.47,4.45,2.79,30858
0.33,Premium,G,VS2,60.80,58.00,743.00,4.47,4.45,2.71,30859
0.33,Ideal,G,VS2,62.20,56.00,743.00,4.47,4.44,2.77,30860
0.33,Ideal,G,VS2,62.00,57.00,743.00,4.47,4.44,2.76,30861
0.33,Ideal,G,VS2,61.60,55.00,743.00,4.46,4.43,2.74,30862
0.33,Premium,G,VS2,61.10,59.00,743.00,4.47,4.43,2.72,30863
0.33,Premium,G,VS2,61.30,59.00,743.00,4.46,4.44,2.73,30864
0.33,Ideal,G,VS2,62.20,56.00,743.00,4.44,4.43,2.76,30865
0.33,Premium,G,VS2,62.60,58.00,743.00,4.44,4.41,2.77,30866
0.33,Premium,G,VS2,62.00,58.00,743.00,4.45,4.42,2.75,30867
0.33,Premium,G,VS2,60.80,62.00,743.00,4.46,4.42,2.70,30868
0.33,Ideal,G,VS2,62.30,55.00,743.00,4.47,4.42,2.77,30869
0.33,Premium,G,VS2,62.10,56.00,743.00,4.44,4.41,2.75,30870
0.33,Ideal,G,VS2,62.60,56.00,743.00,4.41,4.38,2.75,30871
0.33,Ideal,G,VS2,62.50,57.00,743.00,4.41,4.39,2.75,30872
0.33,Ideal,G,VS2,62.30,57.00,743.00,4.43,4.40,2.75,30873
0.33,Premium,G,VS2,61.90,59.00,743.00,4.46,4.40,2.74,30874
0.33,Premium,G,VS2,62.60,58.00,743.00,4.40,4.36,2.74,30875
0.33,Premium,E,SI1,60.40,59.00,743.00,4.47,4.43,2.69,30876
0.33,Premium,E,SI1,60.70,57.00,743.00,4.47,4.43,2.70,30877
0.33,Premium,E,SI1,61.10,58.00,743.00,4.47,4.43,2.72,30878
0.33,Premium,E,SI1,60.90,58.00,743.00,4.50,4.46,2.73,30879
0.33,Premium,E,SI1,60.30,60.00,743.00,4.49,4.47,2.70,30880
0.33,Premium,E,SI1,60.20,58.00,743.00,4.55,4.49,2.72,30881
0.33,Ideal,E,SI1,62.00,54.00,743.00,4.43,4.41,2.74,30882
0.33,Premium,E,SI1,62.20,59.00,743.00,4.43,4.41,2.75,30883
0.33,Ideal,E,SI1,62.40,56.00,743.00,4.43,4.41,2.76,30884
0.33,Ideal,E,SI1,62.50,55.00,743.00,4.45,4.42,2.77,30885
0.33,Ideal,E,SI1,62.50,55.00,743.00,4.45,4.42,2.77,30886
0.33,Ideal,E,SI1,63.00,54.00,743.00,4.42,4.38,2.77,30887
0.33,Premium,E,SI1,62.00,60.00,743.00,4.43,4.38,2.73,30888
0.33,Premium,E,SI1,60.60,60.00,743.00,4.44,4.41,2.68,30889
0.42,Very Good,E,SI1,60.00,61.00,743.00,4.85,4.88,2.92,30890
0.42,Ideal,E,SI1,62.10,55.00,743.00,4.79,4.81,2.98,30891
0.32,Very Good,E,VVS2,62.40,56.00,744.00,4.34,4.38,2.72,30892
0.38,Very Good,E,VS2,60.40,58.00,744.00,4.67,4.70,2.83,30893
0.38,Ideal,I,VVS1,60.60,58.00,744.00,4.69,4.71,2.85,30894
0.35,Ideal,E,VS2,61.60,57.00,744.00,4.53,4.56,2.80,30895
0.35,Ideal,E,SI1,61.60,55.00,744.00,4.55,4.57,2.81,30896
0.41,Ideal,D,SI1,61.70,56.00,744.00,4.77,4.80,2.95,30897
0.41,Ideal,D,SI1,61.90,55.00,744.00,4.77,4.80,2.96,30898
0.41,Ideal,D,SI1,63.00,53.00,744.00,4.74,4.79,3.00,30899
0.41,Ideal,D,SI1,60.50,57.00,744.00,4.81,4.85,2.92,30900
0.31,Good,F,VS2,64.20,59.00,744.00,4.30,4.23,2.74,30901
0.31,Ideal,F,VS1,62.40,55.00,744.00,4.37,4.35,2.72,30902
0.39,Ideal,G,VS2,60.70,54.00,745.00,4.74,4.77,2.89,30903
0.39,Ideal,G,VS2,61.50,57.00,745.00,4.69,4.74,2.90,30904
0.31,Ideal,E,VS2,60.90,57.00,745.00,4.36,4.38,2.66,30905
0.32,Ideal,E,VS1,61.70,56.00,745.00,4.41,4.44,2.73,30906
0.40,Ideal,G,SI2,60.40,56.00,745.00,4.78,4.82,2.90,30907
0.37,Ideal,G,SI1,61.80,55.00,745.00,4.62,4.64,2.86,30908
0.43,Ideal,F,SI1,61.40,55.00,745.00,4.88,4.92,3.01,30909
0.34,Very Good,E,VS2,62.60,58.00,745.00,4.43,4.45,2.78,30910
0.34,Ideal,E,VS2,62.50,55.00,745.00,4.46,4.50,2.80,30911
0.34,Ideal,E,VS2,62.20,55.00,745.00,4.48,4.49,2.79,30912
0.34,Ideal,E,VS2,62.10,55.00,745.00,4.47,4.49,2.78,30913
0.34,Premium,E,VS2,60.90,60.00,745.00,4.49,4.51,2.74,30914
0.34,Ideal,E,VS2,62.40,55.00,745.00,4.48,4.53,2.81,30915
0.34,Ideal,F,VS1,62.20,56.00,745.00,4.44,4.47,2.77,30916
0.34,Premium,E,VS2,61.10,60.00,745.00,4.45,4.48,2.73,30917
0.34,Ideal,E,VS2,62.10,54.00,745.00,4.50,4.52,2.80,30918
0.34,Ideal,E,VS2,62.40,54.00,745.00,4.48,4.49,2.80,30919
0.34,Ideal,E,VS2,62.60,55.00,745.00,4.43,4.45,2.78,30920
0.34,Ideal,F,VS1,62.10,57.00,745.00,4.49,4.53,2.80,30921
0.34,Very Good,E,VS2,62.80,58.00,745.00,4.43,4.45,2.79,30922
0.34,Very Good,E,VS2,58.80,59.00,745.00,4.56,4.59,2.69,30923
0.34,Premium,E,VS2,61.90,58.00,745.00,4.43,4.45,2.75,30924
0.34,Ideal,E,VS2,62.60,57.00,745.00,4.45,4.47,2.79,30925
0.35,Ideal,F,VVS2,62.10,56.00,745.00,4.52,4.56,2.82,30926
0.35,Very Good,H,VVS1,60.10,62.00,745.00,4.52,4.57,2.73,30927
0.34,Premium,F,VS1,60.40,58.00,745.00,4.51,4.53,2.73,30928
0.34,Ideal,E,VS2,62.40,56.00,745.00,4.45,4.49,2.79,30929
0.34,Premium,E,VS2,61.00,59.00,745.00,4.48,4.51,2.74,30930
0.26,Ideal,H,VS1,61.80,56.00,448.00,4.12,4.14,2.55,30931
0.33,Ideal,H,SI2,61.20,54.00,448.00,4.45,4.50,2.74,30932
0.24,Very Good,H,VVS2,61.30,57.00,449.00,4.01,4.04,2.46,30933
0.24,Very Good,H,VVS2,61.40,57.00,449.00,4.02,4.04,2.47,30934
0.24,Very Good,H,VVS2,61.90,57.00,449.00,3.97,4.01,2.47,30935
0.24,Very Good,H,VVS2,61.50,56.00,449.00,3.99,4.01,2.46,30936
0.24,Very Good,G,VVS2,62.00,56.00,449.00,4.00,4.03,2.49,30937
0.24,Very Good,G,VVS2,62.00,57.00,449.00,4.00,4.03,2.49,30938
0.24,Very Good,G,VVS2,62.00,56.00,449.00,3.99,4.03,2.48,30939
0.24,Very Good,H,VVS1,61.30,56.00,449.00,4.01,4.04,2.46,30940
0.24,Very Good,H,VVS1,62.30,56.00,449.00,3.99,4.02,2.49,30941
0.27,Very Good,E,VS2,58.60,57.00,449.00,4.30,4.33,2.53,30942
0.24,Very Good,H,IF,61.30,56.00,449.00,4.04,4.06,2.48,30943
0.24,Ideal,H,VVS1,62.40,56.00,449.00,3.99,4.03,2.50,30944
0.27,Ideal,H,VS1,62.20,56.00,449.00,4.12,4.15,2.57,30945
0.32,Ideal,D,SI2,62.10,55.00,449.00,4.38,4.40,2.73,30946
0.32,Ideal,G,SI1,61.80,55.00,449.00,4.40,4.43,2.73,30947
0.23,Very Good,D,SI2,63.50,57.00,449.00,3.87,3.85,2.45,30948
0.32,Premium,H,SI1,61.30,60.00,449.00,4.36,4.42,2.69,30949
0.32,Very Good,H,SI1,61.90,59.00,449.00,4.38,4.41,2.72,30950
0.32,Very Good,E,SI2,62.40,58.00,449.00,4.35,4.40,2.73,30951
0.32,Ideal,I,VS2,62.20,57.00,449.00,4.39,4.42,2.74,30952
0.32,Very Good,H,SI1,61.90,58.00,449.00,4.34,4.38,2.70,30953
0.32,Ideal,I,VS2,62.50,55.00,449.00,4.38,4.39,2.74,30954
0.32,Very Good,I,VS2,62.80,58.00,449.00,4.33,4.37,2.73,30955
0.32,Premium,E,SI2,61.20,58.00,449.00,4.39,4.44,2.70,30956
0.32,Ideal,E,SI2,62.00,55.00,449.00,4.36,4.41,2.72,30957
0.32,Ideal,I,VS2,62.50,57.00,449.00,4.35,4.39,2.73,30958
0.32,Ideal,I,VS2,62.00,57.00,449.00,4.36,4.41,2.72,30959
0.32,Very Good,I,VS2,63.00,56.00,449.00,4.38,4.42,2.77,30960
0.40,Very Good,H,VS2,62.10,56.00,746.00,4.72,4.75,2.94,30961
0.46,Ideal,J,VS2,61.40,56.00,746.00,4.96,5.00,3.06,30962
0.36,Ideal,G,VS1,61.30,56.00,746.00,4.60,4.64,2.83,30963
0.36,Ideal,G,VS1,61.10,55.00,746.00,4.63,4.66,2.84,30964
0.37,Ideal,F,SI1,61.60,56.00,746.00,4.61,4.65,2.85,30965
0.39,Premium,G,SI2,62.70,54.00,746.00,4.71,4.64,2.93,30966
0.39,Very Good,J,VS2,63.30,56.00,746.00,4.63,4.60,2.92,30967
0.38,Ideal,I,SI1,62.30,56.00,746.00,4.63,4.58,2.87,30968
0.38,Premium,I,SI1,60.20,60.00,746.00,4.68,4.65,2.81,30969
0.38,Premium,I,SI1,60.50,58.00,746.00,4.72,4.67,2.84,30970
0.39,Premium,J,VS2,61.30,60.00,746.00,4.68,4.65,2.86,30971
0.39,Ideal,J,VS2,61.40,57.00,746.00,4.72,4.66,2.88,30972
0.37,Very Good,G,VS1,59.20,61.00,746.00,4.63,4.70,2.76,30973
0.40,Very Good,D,VS2,62.30,58.00,746.00,4.69,4.72,2.93,30974
0.38,Very Good,F,VS1,61.40,61.00,746.00,4.66,4.69,2.87,30975
0.37,Premium,F,VS2,60.60,58.00,746.00,4.63,4.67,2.82,30976
0.37,Ideal,F,VS2,60.60,56.00,746.00,4.63,4.64,2.81,30977
0.37,Premium,F,VS2,59.70,59.00,746.00,4.64,4.68,2.78,30978
0.37,Premium,F,VS2,61.90,58.00,746.00,4.54,4.60,2.83,30979
0.37,Very Good,F,VS2,61.20,60.00,746.00,4.59,4.63,2.82,30980
0.37,Premium,F,VS2,61.90,59.00,746.00,4.57,4.61,2.84,30981
0.37,Good,F,VS2,63.30,56.00,746.00,4.56,4.63,2.91,30982
0.37,Premium,F,VS2,62.70,58.00,746.00,4.55,4.58,2.86,30983
0.37,Good,G,VS1,63.10,56.00,746.00,4.57,4.59,2.89,30984
0.37,Premium,G,VS1,61.40,58.00,746.00,4.58,4.61,2.82,30985
0.37,Very Good,G,VS1,61.50,58.00,746.00,4.57,4.60,2.82,30986
0.37,Ideal,F,VS2,61.10,57.00,746.00,4.63,4.67,2.84,30987
0.37,Very Good,F,VS2,61.00,58.00,746.00,4.61,4.63,2.82,30988
0.37,Very Good,H,VVS2,62.20,59.00,746.00,4.54,4.56,2.83,30989
0.37,Premium,H,VVS2,61.30,58.00,746.00,4.60,4.63,2.83,30990
0.37,Ideal,F,VS2,61.40,56.00,746.00,4.59,4.63,2.83,30991
0.37,Premium,F,VS2,59.80,59.00,746.00,4.63,4.66,2.78,30992
0.37,Premium,G,VS1,59.50,58.00,746.00,4.67,4.71,2.79,30993
0.37,Premium,F,VS2,61.20,58.00,746.00,4.63,4.69,2.85,30994
0.30,Ideal,G,VVS1,60.40,58.00,747.00,4.36,4.38,2.64,30995
0.30,Ideal,G,VVS1,61.70,55.00,747.00,4.31,4.35,2.67,30996
0.41,Ideal,I,VS2,61.50,55.00,747.00,4.80,4.82,2.96,30997
0.35,Ideal,F,VS2,62.10,54.00,747.00,4.55,4.58,2.83,30998
0.36,Ideal,E,VS2,61.00,54.00,747.00,4.60,4.64,2.82,30999
0.36,Ideal,E,VS1,61.40,56.00,747.00,4.59,4.63,2.83,31000
0.35,Ideal,E,VS1,62.30,57.00,747.00,4.51,4.55,2.82,31001
0.37,Ideal,F,SI1,61.60,55.00,747.00,4.65,4.67,2.87,31002
0.32,Very Good,E,VVS1,59.00,61.00,748.00,4.44,4.47,2.63,31003
0.41,Good,H,SI1,64.30,54.00,748.00,4.72,4.68,3.02,31004
0.45,Ideal,I,VS2,61.30,55.00,748.00,4.92,4.96,3.03,31005
0.39,Ideal,G,SI1,61.30,54.00,748.00,4.73,4.77,2.91,31006
